time(sec)  velocity(km/h)  position(m)   Power(kW)
 6602        69.32847    321988.23226        -2.54166
 6603        68.71799    322007.40538        -2.51928
 6604        68.10802    322026.40899        -2.49692
 6605        67.49854    322045.24323        -2.47458
 6606        66.88955    322063.90825        -2.45225
 6607        66.28106    322082.40416        -2.42994
 6608        65.67305    322100.73112        -2.40765
 6609        65.06553    322118.88926        -2.38538
 6610        64.45849    322136.87871        -2.36312
 6611        63.85194    322154.69960        -2.34089
 6612        63.24585    322172.35207        -2.31867
 6613        62.64024    322189.83625        -2.29646
 6614        62.03511    322207.15227        -2.27428
 6615        61.43044    322224.30027        -2.25211
 6616        60.82623    322241.28036        -2.22996
 6617        60.22249    322258.09268        -2.20783
 6618        59.61921    322274.73736        -2.18571
 6619        59.01638    322291.21453        -2.16361
 6620        58.41401    322307.52430        -2.14153
 6621        57.81209    322323.66682        -2.11946
 6622        57.21062    322339.64219        -2.09741
 6623        56.60959    322355.45056        -2.07537
 6624        56.00901    322371.09203        -2.05336
 6625        55.40886    322386.56673        -2.03135
 6626        54.80916    322401.87479        -2.00937
 6627        54.20988    322417.01632        -1.98740
 6628        53.61104    322431.99145        -1.96544
 6629        53.01263    322446.80030        -1.94350
 6630        52.41465    322461.44297        -1.92158
 6631        51.81709    322475.91960        -1.89967
 6632        51.21995    322490.23030        -1.87778
 6633        50.62322    322504.37519        -1.85591
 6634        50.02692    322518.35437        -1.83405
 6635        49.43103    322532.16798        -1.81220
 6636        48.83554    322545.81611        -1.79037
 6637        48.24047    322559.29889        -1.76855
 6638        47.64579    322572.61643        -1.74675
 6639        47.05153    322585.76883        -1.72496
 6640        46.45766    322598.75622        -1.70319
 6641        45.86418    322611.57870        -1.68143
 6642        45.27110    322624.23637        -1.65969
 6643        44.67842    322636.72936        -1.63796
 6644        44.08612    322649.05777        -1.61625
 6645        43.49421    322661.22171        -1.59455
 6646        42.90268    322673.22127        -1.57286
 6647        42.31153    322685.05658        -1.55119
 6648        41.72076    322696.72773        -1.52953
 6649        41.13037    322708.23484        -1.50789
 6650        40.54035    322719.57799        -1.48626
 6651        39.95070    322730.75731        -1.46464
 6652        39.36142    322741.77288        -1.44304
 6653        38.77251    322752.62481        -1.42145
 6654        38.18395    322763.31321        -1.39987
 6655        37.59576    322773.83817        -1.37830
 6656        37.00793    322784.19979        -1.35675
 6657        36.42045    322794.39818        -1.33522
 6658        35.83332    322804.43343        -1.31369
 6659        35.24655    322814.30563        -1.29218
 6660        34.66012    322824.01489        -1.27068
 6661        34.07404    322833.56130        -1.24919
 6662        33.48830    322842.94496        -1.22772
 6663        32.90290    322852.16596        -1.20626
 6664        32.31783    322861.22439        -1.18481
 6665        31.73310    322870.12035        -1.16337
 6666        31.14871    322878.85394        -1.14195
 6667        30.56464    322887.42524        -1.12054
 6668        29.98091    322895.83434        -1.09913
 6669        29.39749    322904.08134        -1.07775
 6670        28.81440    322912.16633        -1.05637
 6671        28.23163    322920.08939        -1.03500
 6672        27.64918    322927.85061        -1.01365
 6673        27.06704    322935.45009        -0.99231
 6674        26.48522    322942.88790        -0.97098
 6675        25.90370    322950.16414        -0.94966
 6676        25.32250    322957.27889        -0.92835
 6677        24.74160    322964.23224        -0.90706
 6678        24.16100    322971.02427        -0.88577
 6679        23.58070    322977.65506        -0.86450
 6680        23.00070    322984.12470        -0.84323
 6681        22.42100    322990.43327        -0.82198
 6682        21.84159    322996.58085        -0.80074
 6683        21.26247    323002.56752        -0.77951
 6684        20.68364    323008.39337        -0.75829
 6685        20.10509    323014.05847        -0.73708
 6686        19.52683    323019.56291        -0.71588
 6687        18.94885    323024.90675        -0.69469
 6688        18.37115    323030.09009        -0.67351
 6689        17.79372    323035.11298        -0.65234
 6690        17.21657    323039.97552        -0.63118
 6691        16.63969    323044.67778        -0.61003
 6692        16.06308    323049.21984        -0.58889
 6693        15.48674    323053.60175        -0.56776
 6694        14.91066    323057.82362        -0.54664
 6695        14.33484    323061.88549        -0.52553
 6696        13.75928    323065.78745        -0.50443
 6697        13.18399    323069.52957        -0.48334
 6698        12.60894    323073.11192        -0.46226
 6699        12.03415    323076.53458        -0.44119
 6700        11.45961    323079.79760        -0.42012
 6701        10.88531    323082.90106        -0.39907
 6702        10.31127    323085.84503        -0.37802
 6703         9.73746    323088.62957        -0.35699
 6704         9.16390    323091.25476        -0.33596
 6705         8.59058    323093.72066        -0.31494
 6706         8.01749    323096.02734        -0.29393
 6707         7.44463    323098.17486        -0.27293
 6708         6.87201    323100.16328        -0.25194
 6709         6.29962    323101.99267        -0.23095
 6710         5.72745    323103.66310        -0.20998
 6711         5.15551    323105.17462        -0.18901
 6712         4.58380    323106.52730        -0.16805
 6713         4.01230    323107.72121        -0.14710
 6714         3.44102    323108.75639        -0.12615
 6715         2.86996    323109.63291        -0.10522
 6716         2.29911    323110.35084        -0.08429
 6717         1.72847    323110.91022        -0.06337
 6718         1.15804    323111.31113        -0.04245
 6719         0.58781    323111.55361        -0.02155
 6720         0.01779    323111.63772        -0.00065
 6721         0.00000    323111.63772         0.00000
 6722         0.00000    323111.63772         0.00000
 6723         0.00000    323111.63772         0.00000
 6724         0.00000    323111.63772         0.00000
 6725         0.00000    323111.63772         0.00000
 6726         0.00000    323111.63772         0.00000
 6727         0.00000    323111.63772         0.00000
 6728         0.00000    323111.63772         0.00000
 6729         0.00000    323111.63772         0.00000
 6730         0.00000    323111.63772         0.00000
 6731         0.00000    323111.63772         0.00000
 6732         0.00000    323111.63772         0.00000
 6733         0.00000    323111.63772         0.00000
 6734         0.00000    323111.63772         0.00000
 6735         0.00000    323111.63772         0.00000
 6736         0.00000    323111.63772         0.00000
 6737         0.00000    323111.63772         0.00000
 6738         0.00000    323111.63772         0.00000
 6739         0.00000    323111.63772         0.00000
 6740         0.00000    323111.63772         0.00000
 6741         0.00000    323111.63772         0.00000
 6742         0.00000    323111.63772         0.00000
 6743         0.00000    323111.63772         0.00000
 6744         0.00000    323111.63772         0.00000
 6745         0.00000    323111.63772         0.00000
 6746         0.00000    323111.63772         0.00000
 6747         0.00000    323111.63772         0.00000
 6748         0.00000    323111.63772         0.00000
 6749         0.00000    323111.63772         0.00000
 6750         0.00000    323111.63772         0.00000
 6751         0.00000    323111.63772         0.00000
 6752         0.00000    323111.63772         0.00000
 6753         0.00000    323111.63772         0.00000
 6754         0.00000    323111.63772         0.00000
 6755         0.00000    323111.63772         0.00000
 6756         0.00000    323111.63772         0.00000
 6757         0.00000    323111.63772         0.00000
 6758         0.00000    323111.63772         0.00000
 6759         0.00000    323111.63772         0.00000
