time(sec)  velocity(km/h)  position(m)   Power(kW)
 1762       241.60385     78696.66351         0.00000
 1763       241.53183     78763.76568         0.00000
 1764       241.45995     78830.84788         0.00000
 1765       241.38822     78897.91012         0.00000
 1766       241.31662     78964.95246         0.00000
 1767       241.24517     79031.97493         0.00000
 1768       241.17386     79098.97758         0.00000
 1769       241.10270     79165.96043         0.00000
 1770       241.03167     79232.92354         0.00000
 1771       240.96078     79299.86693         0.00000
 1772       240.89004     79366.79066         0.00000
 1773       240.81943     79433.69475         0.00000
 1774       240.74896     79500.57925         0.00000
 1775       240.67864     79567.44419         0.00000
 1776       240.60845     79634.28962         0.00000
 1777       240.53840     79701.11557         0.00000
 1778       240.46849     79767.92209         0.00000
 1779       240.39872     79834.70920         0.00000
 1780       240.32908     79901.47695         0.00000
 1781       240.25959     79968.22537         0.00000
 1782       240.19023     80034.95452         0.00000
 1783       240.12100     80101.66441         0.00000
 1784       239.83084     80168.32439         0.00000
 1785       239.54125     80234.90384         0.00000
 1786       239.25223     80301.40294         0.00000
 1787       238.96378     80367.82183         0.00000
 1788       238.67589     80434.16067         0.00000
 1789       238.38857     80500.41962         0.00000
 1790       238.10182     80566.59884         0.00000
 1791       237.81563     80632.69849         0.00000
 1792       237.53000     80698.71871         0.00000
 1793       237.24492     80764.65967         0.00000
 1794       236.96041     80830.52153         0.00000
 1795       236.67645     80896.30442         0.00000
 1796       236.39305     80962.00852         0.00000
 1797       236.11020     81027.63397         0.00000
 1798       235.82790     81093.18093         0.00000
 1799       235.54614     81158.64955         0.00000
 1800       235.26494     81224.03997         0.00000
 1801       234.98428     81289.35237         0.00000
 1802       234.70417     81354.58687         0.00000
 1803       234.42460     81419.74365         0.00000
 1804       234.14557     81484.82284         0.00000
 1805       233.86708     81549.82460         0.00000
 1806       233.58913     81614.74907         0.00000
 1807       233.31172     81679.59641         0.00000
 1808       233.03484     81744.36677         0.00000
 1809       232.75850     81809.06029         0.00000
 1810       232.48268     81873.67712         0.00000
 1811       232.20740     81938.21741         0.00000
 1812       231.93265     82002.68130         0.00000
 1813       231.65842     82067.06895         0.00000
 1814       231.38472     82131.38050         0.00000
 1815       231.11155     82195.61609         0.00000
 1816       230.83890     82259.77588         0.00000
 1817       230.56676     82323.86000         0.00000
 1818       230.29515     82387.86860         0.00000
 1819       230.02406     82451.80182         0.00000
 1820       229.75349     82515.65981         0.00000
 1821       229.48342     82579.44272         0.00000
 1822       229.21388     82643.15068         0.00000
 1823       228.94484     82706.78383         0.00000
 1824       228.67632     82770.34233         0.00000
 1825       228.40831     82833.82630         0.00000
 1826       228.14080     82897.23590         0.00000
 1827       227.87381     82960.57127         0.00000
 1828       227.60731     83023.83253         0.00000
 1829       227.34132     83087.01984         0.00000
 1830       227.07584     83150.13334         0.00000
 1831       226.81085     83213.17315         0.00000
 1832       226.54636     83276.13943         0.00000
 1833       226.28237     83339.03231         0.00000
 1834       226.01888     83401.85193         0.00000
 1835       225.45429     83464.55654         0.00000
 1836       224.89075     83527.10446         0.00000
 1837       224.32827     83589.49599         0.00000
 1838       223.76685     83651.73143         0.00000
 1839       223.20646     83713.81105         0.00000
 1840       222.64713     83775.73516         0.00000
 1841       222.08883     83837.50405         0.00000
 1842       221.53157     83899.11799         0.00000
 1843       220.97533     83960.57728         0.00000
 1844       220.42013     84021.88221         0.00000
 1845       219.86595     84083.03305         0.00000
 1846       219.31279     84144.03010         0.00000
 1847       218.76064     84204.87363         0.00000
 1848       218.20950     84265.56393         0.00000
 1849       217.65937     84326.10127         0.00000
 1850       217.11025     84386.48594         0.00000
 1851       216.56213     84446.71821         0.00000
 1852       216.01500     84506.79837         0.00000
 1853       215.46886     84566.72668         0.00000
 1854       214.92371     84626.50343         0.00000
 1855       214.37955     84686.12888         0.00000
 1856       213.83636     84745.60331         0.00000
 1857       213.29416     84804.92700         0.00000
 1858       212.75292     84864.10020         0.00000
 1859       212.21266     84923.12320         0.00000
 1860       211.67336     84981.99626         0.00000
 1861       211.13502     85040.71965         0.00000
 1862       210.59765     85099.29363         0.00000
 1863       210.06122     85157.71847         0.00000
 1864       209.52575     85215.99444         0.00000
 1865       208.99123     85274.12180         0.00000
 1866       208.45764     85332.10081         0.00000
 1867       207.92500     85389.93173         0.00000
 1868       207.39330     85447.61483         0.00000
 1869       206.86253     85505.15036         0.00000
 1870       206.33269     85562.53859         0.00000
 1871       205.80377     85619.77976         0.00000
 1872       205.87686     85676.95763         0.00000
 1873       205.94981     85734.15577         0.00000
 1874       206.02264     85791.37417         0.00000
 1875       206.09535     85848.61278         0.00000
 1876       206.16793     85905.87157         0.00000
 1877       206.24038     85963.15050         0.00000
 1878       206.31270     86020.44954         0.00000
 1879       206.38490     86077.76865         0.00000
 1880       206.45697     86135.10780         0.00000
 1881       206.52891     86192.46695         0.00000
 1882       206.60073     86249.84607         0.00000
 1883       206.67243     86307.24512         0.00000
 1884       206.74400     86364.66406         0.00000
 1885       206.81544     86422.10287         0.00000
 1886       206.88676     86479.56151         0.00000
 1887       206.95796     86537.03995         0.00000
 1888       207.02902     86594.53814         0.00000
 1889       207.09997     86652.05605         0.00000
 1890       207.17079     86709.59366         0.00000
 1891       207.24149     86767.15092         0.00000
 1892       207.31206     86824.72780         0.00000
 1893       207.38251     86882.32427         0.00000
 1894       207.45284     86939.94029         0.00000
 1895       207.52304     86997.57583         0.00000
 1896       207.59312     87055.23085         0.00000
 1897       207.66308     87112.90532         0.00000
 1898       207.73291     87170.59921         0.00000
 1899       207.80262     87228.31248         0.00000
 1900       207.57273     87286.00350         0.00000
 1901       207.34324     87343.63072         0.00000
 1902       207.11416     87401.19425         0.00000
 1903       206.88548     87458.69420         0.00000
 1904       206.65719     87516.13068         0.00000
 1905       206.42931     87573.50380         0.00000
 1906       206.20182     87630.81368         0.00000
 1907       205.97473     87688.06043         0.00000
 1908       205.74804     87745.24414         0.00000
 1909       205.52174     87802.36495         0.00000
 1910       205.29584     87859.42295         0.00000
 1911       205.07033     87916.41825         0.00000
 1912       204.84521     87973.35096         0.00000
 1913       204.62048     88030.22120         0.00000
 1914       204.39615     88087.02906         0.00000
 1915       204.17220     88143.77467         0.00000
 1916       203.94864     88200.45811         0.00000
 1917       203.72546     88257.07952         0.00000
 1918       203.50268     88313.63898         0.00000
 1919       203.28027     88370.13661         0.00000
 1920       203.05825     88426.57252         0.00000
 1921       202.83662     88482.94681         0.00000
 1922       202.61536     88539.25958         0.00000
 1923       202.39449     88595.51095         0.00000
 1924       202.17400     88651.70102         0.00000
 1925       201.95388     88707.82989         0.00000
 1926       201.73414     88763.89767         0.00000
 1927       201.51478     88819.90447         0.00000
 1928       201.29580     88875.85038         0.00000
 1929       201.07719     88931.73552         0.00000
 1930       200.85896     88987.55998         0.00000
 1931       200.64110     89043.32388         0.00000
 1932       200.42361     89099.02731         0.00000
 1933       200.20649     89154.67038         0.00000
 1934       199.98974     89210.25319         0.00000
 1935       199.77336     89265.77584         0.00000
 1936       199.55735     89321.23844         0.00000
 1937       199.34171     89376.64109         0.00000
 1938       199.12643     89431.98389         0.00000
 1939       198.91152     89487.26694         0.00000
 1940       198.69698     89542.49034         0.00000
 1941       198.48279     89597.65420         0.00000
 1942       198.26897     89652.75861         0.00000
 1943       198.05552     89707.80368         0.00000
 1944       197.84242     89762.78950         0.00000
 1945       197.62968     89817.71618         0.00000
 1946       197.41730     89872.58382         0.00000
 1947       197.20528     89927.39251         0.00000
 1948       196.99362     89982.14236         0.00000
 1949       196.78232     90036.83347         0.00000
 1950       196.57137     90091.46592         0.00000
 1951       196.36077     90146.03983         0.00000
 1952       196.15053     90200.55529         0.00000
 1953       195.94064     90255.01239         0.00000
 1954       195.73110     90309.41124         0.00000
 1955       195.52191     90363.75194         0.00000
 1956       195.31308     90418.03458         0.00000
 1957       195.10459     90472.25925         0.00000
 1958       194.89645     90526.42606         0.00000
 1959       194.68866     90580.53511         0.00000
 1960       194.48121     90634.58648         0.00000
 1961       194.27411     90688.58027         0.00000
 1962       194.06736     90742.51659         0.00000
 1963       193.86095     90796.39552         0.00000
 1964       193.65488     90850.21716         0.00000
 1965       193.44915     90903.98161         0.00000
 1966       193.24377     90957.68896         0.00000
 1967       193.03873     91011.33931         0.00000
 1968       192.83402     91064.93274         0.00000
 1969       192.62966     91118.46937         0.00000
 1970       192.42563     91171.94927         0.00000
 1971       192.22194     91225.37254         0.00000
 1972       192.01859     91278.73928         0.00000
 1973       191.81557     91332.04958         0.00000
 1974       191.61289     91385.30354         0.00000
 1975       191.41054     91438.50124         0.00000
 1976       191.20852     91491.64277         0.00000
 1977       191.00684     91544.72824         0.00000
 1978       190.80549     91597.75773         0.00000
 1979       190.60447     91650.73134         0.00000
 1980       190.40378     91703.64915         0.00000
 1981       190.20341     91756.51126         0.00000
 1982       190.00338     91809.31776         0.00000
 1983       189.80367     91862.06873         0.00000
 1984       189.60429     91914.76428         0.00000
 1985       189.40523     91967.40450         0.00000
 1986       189.20650     92019.98946         0.00000
 1987       189.00810     92072.51926         0.00000
 1988       188.81001     92124.99400         0.00000
 1989       188.61225     92177.41376         0.00000
 1990       188.41481     92229.77863         0.00000
 1991       188.21770     92282.08870         0.00000
 1992       188.02090     92334.34406         0.00000
 1993       187.82442     92386.54480         0.00000
 1994       187.62826     92438.69101         0.00000
 1995       187.43242     92490.78277         0.00000
 1996       187.23689     92542.82017         0.00000
 1997       187.04169     92594.80331         0.00000
 1998       186.84679     92646.73226         0.00000
 1999       186.65221     92698.60713         0.00000
 2000       186.45795     92750.42798         0.00000
 2001       186.26400     92802.19492         0.00000
 2002       186.07036     92853.90803         0.00000
 2003       185.87703     92905.56739         0.00000
 2004       185.68402     92957.17309         0.00000
 2005       185.49131     93008.72522         0.00000
 2006       185.29892     93060.22386         0.00000
 2007       185.10683     93111.66910         0.00000
 2008       184.91505     93163.06103         0.00000
 2009       184.72358     93214.39973         0.00000
 2010       184.53241     93265.68528         0.00000
 2011       184.34155     93316.91778         0.00000
 2012       184.15100     93368.09730         0.00000
 2013       183.96075     93419.22393         0.00000
 2014       183.77080     93470.29775         0.00000
 2015       183.58115     93521.31886         0.00000
 2016       183.39181     93572.28732         0.00000
 2017       183.20277     93623.20324         0.00000
 2018       183.01403     93674.06668         0.00000
 2019       182.82559     93724.87774         0.00000
 2020       182.63745     93775.63650         0.00000
 2021       182.44961     93826.34303         0.00000
 2022       182.26206     93876.99743         0.00000
 2023       182.07481     93927.59977         0.00000
 2024       181.88786     93978.15014         0.00000
 2025       181.70120     94028.64863         0.00000
 2026       181.51484     94079.09530         0.00000
 2027       181.32878     94129.49025         0.00000
 2028       181.14300     94179.83355         0.00000
 2029       180.95752     94230.12529         0.00000
 2030       180.77234     94280.36555         0.00000
 2031       180.58744     94330.55441         0.00000
 2032       180.40283     94380.69194         0.00000
 2033       180.21852     94430.77824         0.00000
 2034       180.03449     94480.81338         0.00000
 2035       179.85075     94530.79744         0.00000
 2036       179.66730     94580.73051         0.00000
 2037       179.48414     94630.61265         0.00000
 2038       179.30127     94680.44396         0.00000
 2039       179.11868     94730.22451         0.00000
 2040       178.93637     94779.95437         0.00000
 2041       178.75435     94829.63364         0.00000
 2042       178.57262     94879.26239         0.00000
 2043       178.39117     94928.84069         0.00000
 2044       178.21000     94978.36863         0.00000
 2045       178.02911     95027.84628         0.00000
 2046       177.84850     95077.27373         0.00000
 2047       177.66818     95126.65105         0.00000
 2048       177.48813     95175.97831         0.00000
 2049       177.30837     95225.25560         0.00000
 2050       177.12888     95274.48300         0.00000
 2051       176.94967     95323.66057         0.00000
 2052       176.77074     95372.78841         0.00000
 2053       176.59208     95421.86658         0.00000
 2054       176.41370     95470.89516         0.00000
 2055       176.23560     95519.87423         0.00000
 2056       176.05777     95568.80386         0.00000
 2057       175.88022     95617.68414         0.00000
 2058       175.70294     95666.51513         0.00000
 2059       175.52593     95715.29692         0.00000
 2060       175.34919     95764.02958         0.00000
 2061       175.17273     95812.71318         0.00000
 2062       174.99654     95861.34780         0.00000
 2063       174.82062     95909.93351         0.00000
 2064       174.64496     95958.47040         0.00000
 2065       174.46958     96006.95853         0.00000
 2066       174.29447     96055.39798         0.00000
 2067       174.11962     96103.78883         0.00000
 2068       173.94504     96152.13114         0.00000
 2069       173.77073     96200.42500         0.00000
 2070       173.59668     96248.67047         0.00000
 2071       173.42290     96296.86763         0.00000
 2072       173.24938     96345.01656         0.00000
 2073       173.07613     96393.11733         0.00000
 2074       172.90314     96441.17000         0.00000
 2075       172.73042     96489.17467         0.00000
 2076       172.55796     96537.13138         0.00000
 2077       172.38575     96585.04023         0.00000
 2078       172.21382     96632.90128         0.00000
 2079       172.04214     96680.71461         0.00000
 2080       171.87072     96728.48028         0.00000
 2081       171.69956     96776.19838         0.00000
 2082       171.52866     96823.86896         0.00000
 2083       171.35802     96871.49211         0.00000
 2084       171.18763     96919.06790         0.00000
 2085       171.01750     96966.59639         0.00000
 2086       170.84763     97014.07766         0.00000
 2087       170.67802     97061.51178         0.00000
 2088       170.50866     97108.89882         0.00000
 2089       170.33956     97156.23885         0.00000
 2090       170.17071     97203.53194         0.00000
 2091       170.00211     97250.77816         0.00000
 2092       169.83377     97297.97759         0.00000
 2093       169.66567     97345.13029         0.00000
 2094       169.49784     97392.23633         0.00000
 2095       169.33025     97439.29579         0.00000
 2096       169.16291     97486.30873         0.00000
 2097       168.99582     97533.27522         0.00000
 2098       168.82899     97580.19533         0.00000
 2099       168.66240     97627.06913         0.00000
 2100       168.49606     97673.89670         0.00000
 2101       168.32997     97720.67809         0.00000
 2102       168.16413     97767.41338         0.00000
 2103       167.99853     97814.10264         0.00000
 2104       167.83318     97860.74593         0.00000
 2105       167.66807     97907.34333         0.00000
 2106       167.50321     97953.89489         0.00000
 2107       167.33860     98000.40070         0.00000
 2108       167.17423     98046.86082         0.00000
 2109       167.01010     98093.27531         0.00000
 2110       166.84622     98139.64424         0.00000
 2111       166.68258     98185.96768         0.00000
 2112       166.51918     98232.24570         0.00000
 2113       166.35602     98278.47837         0.00000
 2114       166.19310     98324.66575         0.00000
 2115       166.03042     98370.80790         0.00000
 2116       165.86799     98416.90490         0.00000
 2117       165.70579     98462.95682         0.00000
 2118       165.54383     98508.96371         0.00000
 2119       165.38211     98554.92565         0.00000
 2120       165.22063     98600.84269         0.00000
 2121       165.05938     98646.71491         0.00000
 2122       164.89837     98692.54238         0.00000
 2123       164.73760     98738.32515         0.00000
 2124       164.57706     98784.06330         0.00000
 2125       164.41676     98829.75689         0.00000
 2126       164.25669     98875.40598         0.00000
 2127       164.09686     98921.01064         0.00000
 2128       163.93726     98966.57093         0.00000
 2129       163.77789     99012.08692         0.00000
 2130       163.61876     99057.55868         0.00000
 2131       163.45985     99102.98627         0.00000
 2132       163.30118     99148.36974         0.00000
 2133       163.14274     99193.70918         0.00000
 2134       162.98453     99239.00463         0.00000
 2135       162.82655     99284.25617         0.00000
 2136       162.66880     99329.46386         0.00000
 2137       162.22063     99374.58739         0.00000
 2138       161.77311     99419.58653         0.00000
 2139       161.32624     99464.46144         0.00000
 2140       160.88001     99509.21230         0.00000
 2141       160.43442     99553.83931         0.00000
 2142       159.98947     99598.34262         0.00000
 2143       159.54517     99642.72244         0.00000
 2144       159.10149     99686.97892         0.00000
 2145       158.65845     99731.11224         0.00000
 2146       158.21605     99775.12259         0.00000
 2147       157.77427     99819.01013         0.00000
 2148       157.33312     99862.77505         0.00000
 2149       156.89259     99906.41751         0.00000
 2150       156.45269     99949.93769         0.00000
 2151       156.01341     99993.33576         0.00000
 2152       155.57475    100036.61189         0.00000
 2153       155.13670    100079.76626         0.00000
 2154       154.69926    100122.79903         0.00000
 2155       154.26244    100165.71038         0.00000
 2156       153.82623    100208.50047         0.00000
 2157       153.39062    100251.16948         0.00000
 2158       152.95563    100293.71757         0.00000
 2159       152.52123    100336.14491         0.00000
 2160       152.08743    100378.45167         0.00000
 2161       151.65424    100420.63801         0.00000
 2162       150.37368    100462.58633        -8.36302
 2163       149.09487    100504.17919        -8.29190
 2164       148.29034    100545.48269        -8.24716
 2165       147.48689    100586.56286        -8.20248
 2166       146.68454    100627.42000        -8.15785
 2167       145.88326    100668.05442        -8.11329
 2168       145.08306    100708.46641        -8.06879
 2169       144.28392    100748.65627        -8.02434
 2170       143.48585    100788.62429        -7.97996
 2171       142.68884    100828.37078        -7.93563
 2172       141.89287    100867.89601        -7.89136
 2173       141.09795    100907.20029        -7.84715
 2174       140.30407    100946.28391        -7.80300
 2175       139.51123    100985.14715        -7.75891
 2176       138.71941    101023.79029        -7.71487
 2177       137.92862    101062.21363        -7.67089
 2178       137.13884    101100.41744        -7.62697
 2179       136.35008    101138.40202        -7.58310
 2180       135.56232    101176.16763        -7.53929
 2181       134.77557    101213.71456        -7.49554
 2182       133.98981    101251.04308        -7.45184
 2183       133.20503    101288.15348        -7.40819
 2184       132.42125    101325.04601        -7.36460
 2185       131.63844    101361.72097        -7.32106
 2186       130.85661    101398.17862        -7.27758
 2187       130.07574    101434.41922        -7.23416
 2188       129.29584    101470.44305        -7.19078
 2189       128.51690    101506.25038        -7.14746
 2190       127.73891    101541.84146        -7.10419
 2191       126.96187    101577.21657        -7.06098
 2192       126.18576    101612.37596        -7.01781
 2193       125.41060    101647.31990        -6.97470
 2194       124.63637    101682.04865        -6.93164
 2195       123.86306    101716.56246        -6.88864
 2196       123.09068    101750.86159        -6.84568
 2197       122.31921    101784.94630        -6.80278
 2198       121.54865    101818.81683        -6.75992
 2199       120.77900    101852.47345        -6.71712
 2200       120.01025    101885.91641        -6.67436
 2201       119.24240    101919.14594        -6.63166
 2202       118.47544    101952.16231        -6.58900
 2203       117.70936    101984.96575        -6.54640
 2204       116.94417    102017.55652        -6.50384
 2205       116.17985    102049.93485        -6.46134
 2206       115.41640    102082.10100        -6.41888
 2207       114.65381    102114.05519        -6.37647
 2208       113.89209    102145.79768        -6.33410
 2209       113.13123    102177.32870        -6.29179
 2210       112.37121    102208.64848        -6.24952
 2211       111.61205    102239.75727        -6.20730
 2212       110.85372    102270.65529        -6.16512
 2213       110.09623    102301.34279        -6.12300
 2214       109.33958    102331.81998        -6.08091
 2215       108.58375    102362.08711        -6.03888
 2216       107.82874    102392.14440        -5.99689
 2217       107.07456    102421.99208        -5.95495
 2218       106.32118    102451.63038        -5.91305
 2219       105.56861    102481.05952        -5.87119
 2220       104.81685    102510.27972        -5.82938
 2221       104.06589    102539.29121        -5.78762
 2222       103.31572    102568.09421        -5.74590
 2223       102.56634    102596.68894        -5.70422
 2224       101.81774    102625.07562        -5.66259
 2225       101.06993    102653.25446        -5.62100
 2226       100.32289    102681.22569        -5.57945
 2227        99.57662    102708.98951        -5.53795
 2228        98.83112    102736.54614        -5.49649
 2229        98.08638    102763.89579        -5.45507
 2230        97.34240    102791.03868        -5.41369
 2231        96.59918    102817.97501        -5.37236
 2232        95.67482    102844.67973        -5.32095
 2233        94.75139    102871.12782        -5.26959
 2234        93.82888    102897.31952        -5.21829
 2235        92.90728    102923.25510        -5.16703
 2236        91.98659    102948.93480        -5.11583
 2237        91.06680    102974.35889        -5.06467
 2238        90.14790    102999.52759        -5.01357
 2239        89.22988    103024.44117        -4.96251
 2240        88.31275    103049.09987        -4.91151
 2241        87.39649    103073.50393        -4.86055
 2242        86.48109    103097.65360        -4.80964
 2243        85.56656    103121.54910        -4.75878
 2244        84.65288    103145.19069        -4.70796
 2245        83.74004    103168.57859        -4.65720
 2246        82.82805    103191.71305        -4.60648
 2247        81.91689    103214.59429        -4.55580
 2248        81.00656    103237.22255        -4.50518
 2249        80.09705    103259.59805        -4.45459
 2250        79.18836    103281.72102        -4.40406
 2251        78.28047    103303.59169        -4.35356
 2252        77.37339    103325.21029        -4.30312
 2253        76.46710    103346.57702        -4.25271
 2254        75.56161    103367.69212        -4.20235
 2255        74.65690    103388.55580        -4.15204
 2256        73.75296    103409.16828        -4.10177
 2257        72.84980    103429.52978        -4.05154
 2258        71.94741    103449.64050        -4.00135
 2259        71.04577    103469.50066        -3.95121
 2260        70.14488    103489.11048        -3.90110
 2261        69.24475    103508.47015        -3.85104
 2262        68.34535    103527.57988        -3.80102
 2263        67.44669    103546.43989        -3.75104
 2264        66.54876    103565.05037        -3.70111
 2265        65.65155    103583.41152        -3.65121
 2266        64.75505    103601.52355        -3.60135
 2267        63.85927    103619.38665        -3.55153
 2268        62.96419    103637.00102        -3.50175
 2269        62.06982    103654.36685        -3.45201
 2270        61.17613    103671.48435        -3.40231
 2271        60.28313    103688.35369        -3.35264
 2272        59.39081    103704.97507        -3.30302
 2273        58.49917    103721.34868        -3.25343
 2274        57.60820    103737.47470        -3.20388
 2275        56.71789    103753.35332        -3.15436
 2276        55.82823    103768.98473        -3.10488
 2277        54.93923    103784.36910        -3.05544
 2278        54.05088    103799.50662        -3.00604
 2279        53.16316    103814.39745        -2.95667
 2280        52.27608    103829.04179        -2.90733
 2281        51.38963    103843.43981        -2.85803
 2282        50.50380    103857.59167        -2.80877
 2283        49.61859    103871.49756        -2.75953
 2284        48.73398    103885.15764        -2.71034
 2285        47.84999    103898.57208        -2.66117
 2286        46.96659    103911.74105        -2.61204
 2287        46.08379    103924.66471        -2.56295
 2288        45.20158    103937.34324        -2.51388
 2289        44.31995    103949.77678        -2.46485
 2290        43.43889    103961.96551        -2.41585
 2291        42.55841    103973.90958        -2.36688
 2292        41.67849    103985.60915        -2.31795
 2293        40.79914    103997.06438        -2.26904
 2294        39.92034    104008.27541        -2.22017
 2295        39.04209    104019.24242        -2.17132
 2296        38.16438    104029.96554        -2.12251
 2297        37.28721    104040.44493        -2.07373
 2298        36.41057    104050.68073        -2.02497
 2299        35.53446    104060.67310        -1.97625
 2300        34.65888    104070.42217        -1.92755
 2301        33.78380    104079.92810        -1.87888
 2302        32.90924    104089.19102        -1.83025
 2303        32.03519    104098.21108        -1.78164
 2304        31.16163    104106.98842        -1.73305
 2305        30.28857    104115.52317        -1.68450
 2306        29.41600    104123.81547        -1.63597
 2307        28.54391    104131.86546        -1.58747
 2308        27.67230    104139.67326        -1.53899
 2309        26.80116    104147.23902        -1.49054
 2310        25.93048    104154.56286        -1.44212
 2311        25.06027    104161.64491        -1.39373
 2312        24.19052    104168.48530        -1.34535
 2313        23.32122    104175.08415        -1.29701
 2314        22.45236    104181.44159        -1.24869
 2315        21.58395    104187.55775        -1.20039
 2316        20.71597    104193.43273        -1.15212
 2317        19.84842    104199.06668        -1.10387
 2318        18.98129    104204.45969        -1.05564
 2319        18.11458    104209.61190        -1.00744
 2320        17.24829    104214.52341        -0.95926
 2321        16.38241    104219.19434        -0.91111
 2322        15.51693    104223.62480        -0.86297
 2323        14.65184    104227.81491        -0.81486
 2324        13.78716    104231.76477        -0.76677
 2325        12.92285    104235.47449        -0.71870
 2326        12.05894    104238.94418        -0.67066
 2327        11.19539    104242.17395        -0.62263
 2328        10.33222    104245.16390        -0.57463
 2329         9.46942    104247.91413        -0.52664
 2330         8.60698    104250.42474        -0.47868
 2331         7.74490    104252.69583        -0.43073
 2332         6.88317    104254.72751        -0.38281
 2333         6.02178    104256.51986        -0.33490
 2334         5.16073    104258.07299        -0.28701
 2335         4.30003    104259.38698        -0.23915
 2336         3.43965    104260.46194        -0.19130
 2337         2.57959    104261.29794        -0.14346
 2338         1.71986    104261.89509        -0.09565
 2339         0.86045    104262.25347        -0.04785
 2340         0.00134    104262.37316        -0.00007
 2341         0.00000    104262.37316         0.00000
 2342         0.00000    104262.37316         0.00000
 2343         0.00000    104262.37316         0.00000
 2344         0.00000    104262.37316         0.00000
 2345         0.00000    104262.37316         0.00000
 2346         0.00000    104262.37316         0.00000
 2347         0.00000    104262.37316         0.00000
 2348         0.00000    104262.37316         0.00000
 2349         0.00000    104262.37316         0.00000
 2350         0.00000    104262.37316         0.00000
 2351         0.00000    104262.37316         0.00000
 2352         0.00000    104262.37316         0.00000
 2353         0.00000    104262.37316         0.00000
 2354         0.00000    104262.37316         0.00000
 2355         0.00000    104262.37316         0.00000
 2356         0.00000    104262.37316         0.00000
 2357         0.00000    104262.37316         0.00000
 2358         0.00000    104262.37316         0.00000
 2359         0.00000    104262.37316         0.00000
 2360         0.00000    104262.37316         0.00000
 2361         0.00000    104262.37316         0.00000
 2362         0.00000    104262.37316         0.00000
 2363         0.00000    104262.37316         0.00000
 2364         0.00000    104262.37316         0.00000
 2365         0.00000    104262.37316         0.00000
 2366         0.00000    104262.37316         0.00000
 2367         0.00000    104262.37316         0.00000
 2368         0.00000    104262.37316         0.00000
 2369         0.00000    104262.37316         0.00000
 2370         0.00000    104262.37316         0.00000
 2371         0.00000    104262.37316         0.00000
 2372         0.00000    104262.37316         0.00000
 2373         0.00000    104262.37316         0.00000
 2374         0.00000    104262.37316         0.00000
 2375         0.00000    104262.37316         0.00000
 2376         0.00000    104262.37316         0.00000
 2377         0.00000    104262.37316         0.00000
 2378         0.00000    104262.37316         0.00000
 2379         0.00000    104262.37316         0.00000
 2380         0.00000    104262.37316         0.00000
 2381         0.00000    104262.37316         0.00000
 2382         0.00000    104262.37316         0.00000
 2383         0.00000    104262.37316         0.00000
 2384         0.00000    104262.37316         0.00000
 2385         0.00000    104262.37316         0.00000
 2386         0.00000    104262.37316         0.00000
 2387         0.00000    104262.37316         0.00000
 2388         0.00000    104262.37316         0.00000
 2389         0.00000    104262.37316         0.00000
 2390         0.00000    104262.37316         0.00000
 2391         0.00000    104262.37316         0.00000
 2392         0.00000    104262.37316         0.00000
 2393         0.00000    104262.37316         0.00000
 2394         0.00000    104262.37316         0.00000
 2395         0.00000    104262.37316         0.00000
 2396         0.00000    104262.37316         0.00000
 2397         0.00000    104262.37316         0.00000
 2398         0.00000    104262.37316         0.00000
 2399         0.00000    104262.37316         0.00000
 2400         0.00000    104262.37316         0.00000
 2401         1.84146    104260.25576       255.75892
 2402         3.68227    104261.02294       511.42611
 2403         5.52239    104262.30137       766.99843
 2404         7.36180    104264.09084      1022.47273
 2405         9.20049    104266.39116      1277.84587
 2406        11.03843    104269.20212      1533.11473
 2407        12.87559    104272.52351      1788.27618
 2408        14.71196    104276.35511      2043.32709
 2409        16.54750    104280.69670      2298.26435
 2410        18.38221    104285.54805      2553.08485
 2411        20.21606    104290.90892      2807.78549
 2412        22.04901    104296.77907      3062.36316
 2413        23.88107    104303.15825      3316.81477
 2414        25.71219    104310.04620      3571.13724
 2415        27.54236    104317.44267      3825.32749
 2416        29.37155    104325.34738      4079.38244
 2417        31.19975    104333.76006      4333.29902
 2418        33.02693    104342.68043      4587.07418
 2419        34.85308    104352.10821      4840.70486
 2420        36.67815    104362.04310      5094.18801
 2421        38.50215    104372.48481      5347.52060
 2422        40.32504    104383.43303      5600.69959
 2423        42.14680    104394.88745      5853.72196
 2424        43.96741    104406.84776      6106.58469
 2425        45.78685    104419.31363      6359.28476
 2426        47.60510    104432.28473      6611.81919
 2427        49.42213    104445.76074      6864.18498
 2428        51.23793    104459.74130      7116.37913
 2429        53.05247    104474.22608      7368.39868
 2430        54.86573    104489.21472      7620.24065
 2431        56.67770    104504.70686      7871.90209
 2432        58.48834    104520.70214      8123.38004
 2433        60.29764    104537.20020      8374.67157
 2434        62.10557    104554.20064      8625.77373
 2435        63.91212    104571.70310      8876.68360
 2436        65.71727    104589.70718      9127.39827
 2437        67.52099    104608.21249      9377.91484
 2438        69.32326    104627.21864      9628.23040
 2439        71.12406    104646.72521      9878.34207
 2440        72.92338    104666.73180     10128.24697
 2441        74.72118    104687.23799     10377.94223
 2442        76.51746    104708.24336     10627.42501
 2443        78.31219    104729.74747     10876.69244
 2444        80.10534    104751.74991     11125.74170
 2445        81.89690    104774.25022     11374.56996
 2446        83.68686    104797.24796     11623.17439
 2447        85.47518    104820.74269     11871.55221
 2448        87.26184    104844.73394     12119.70060
